Country,Market,Date,Product,Price Min,Price Max,Unit,Change,URL
Poland,Rzeszow (Agrohurt),28.07.2026,flowers rose avalanche 60 cm,12.57 €,13.57 €,bunch 20 psc,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,flowers rose carpe diem 40 cm,7.12 €,7.71 €,wiäâzka - 20 psc,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,flowers rose carpe diem 70 cm,11.73 €,12.65 €,bunch - 20 psc,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,flowers rose grand prix 100 cm,19.27 €,20.82 €,bunch 20 psc,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,flowers rose mexican girl 40 cm,5.28 €,5.45 €,bunch - 20 psc,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,flowers rose mix 40 cm,6.7 €,7.25 €,bunch - 20 psc,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,flowers rose mix 80 cm,13.4 €,14.49 €,bunch - 20 psc,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,flowers rose prestige extra 50 cm,7.12 €,7.71 €,bunch 20 psc,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,flowers rose red knight 40 cm,8.38 €,9.05 €,bunch - 20 psc,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,flowers rose red knight 70 cm,13.82 €,14.91 €,bunch - 20 psc,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,flowers rose savita 40 cm,9.22 €,9.97 €,bunch - 20 psc,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,flowers rose savita 70 cm,15.08 €,16.29 €,bunch - 20 psc,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,flowers rose talea 40 cm,8.38 €,9.05 €,bunch - 20 psc,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,flowers rose talea 70 cm,16.75 €,18.1 €,bunch - 20 psc,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,flowers storczyk,5.24 €,10.47 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,flowers tulip,0.31 €,0.34 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,flowers wrzosy,1.05 €,1.47 €,pot,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,garlic,0.42 €,0.52 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,gooseberry,2.09 €,2.51 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,grapefruits green,1.68 €,2.09 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,grapefruits red,1.68 €,2.09 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,grapes dark,3.77 €,4.19 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,grapes white,3.77 €,4.19 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,grey reinette,1.26 €,1.47 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,jaś dried,2.51 €,3.14 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,jaś moczony,3.14 €,3.35 €,sack - 1 kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,kiwi,3.35 €,3.77 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,kohlrabi,0.52 €,0.63 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,leek,0.63 €,0.84 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,lemons,20.94 €,25.13 €,cardboard - 10 kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,lettuce,0.63 €,0.84 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,lettuce decorative,0.63 €,0.84 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,lettuce iceberg,1.05 €,1.26 €,psc,+37.5%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,limes,3.35 €,3.77 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,mandarins,1.47 €,1.68 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,mangoes,1.47 €,1.68 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,melons,2.09 €,3.14 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,mix salad,0.98 €,1.03 €,packaging 180 g,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,mushrooms i,2.3 €,2.72 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,nectarine,2.09 €,2.51 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,nuts pistacjowe,9.42 €,11.52 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,nuts ziemne,2.3 €,2.51 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,onion,0.42 €,0.63 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,onion young,0.52 €,0.63 €,bunch,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,oranges,1.26 €,1.68 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,parsley cut,1.26 €,1.68 €,kg,+27.3%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,peach,2.09 €,2.51 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,pears,2.09 €,2.51 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,pepper red,3.35 €,4.19 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,pickled cucumbers,2.51 €,2.93 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,pineapple,1.68 €,2.09 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,plum,2.72 €,3.14 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,plum kalifornijska,2.93 €,4.19 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,pomegranates,1.47 €,1.68 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,pomelo,0.94 €,1.05 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,potatoes,0.31 €,0.52 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,potatoes early,0.31 €,0.52 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,pumpkin,1.47 €,2.09 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,radish,0.42 €,0.52 €,bunch,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,radish white,1.26 €,1.47 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,raisins,2.09 €,2.3 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,raisins królewskie,4.82 €,5.45 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,raspberries,7.33 €,8.38 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,raspberry tomatoes,1.26 €,1.47 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,red onion,1.05 €,1.26 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,rhubarb,1.68 €,2.09 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,roszpunka,1.15 €,1.26 €,100 g,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,sauerkraut,10.47 €,11.52 €,bucket - 10 kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,savoy cabbage,1.05 €,1.68 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,spring onion,0.31 €,0.42 €,bunch,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,strawberries,3.77 €,4.61 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,sweet cherry,3.14 €,3.77 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,tomatoes,1.05 €,1.26 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,walnuts,4.61 €,5.45 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,watermelon,0.63 €,1.05 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,young beet,0.73 €,1.05 €,bunch,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Rzeszow (Agrohurt),28.07.2026,zucchini,0.63 €,1.05 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/rzeszow-agrohurt
Poland,Sandomierz,30.07.2026,Early leeks,0.42 €,0.63 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,apple Champion,0.34 €,0.38 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,apple Golden,0.34 €,0.38 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,apple Ligol,0.38 €,0.38 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,apple Lobo,0.48 €,0.48 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,apple astramel,3.14 €,0.69 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,apple eliza,0.34 €,0.38 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,apple genewa,4.19 €,0.63 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,apple grey reinette,0.42 €,0.42 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,apple july -red,3.14 €,0.69 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,apple july red,0.69 €,0.84 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,apple papierówka,3.14 €,0.69 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,apple piros,3.14 €,0.69 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,apricot,3.77 €,0.8 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,apricot Poland,0.8 €,1.05 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,avocado,1.11 €,1.26 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,banana,0.69 €,0.94 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,been asparagus green,3.14 €,3.14 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,been asparagus yellow,2.51 €,2.51 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,been jaś piękny,6.28 €,6.28 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,been korczyński,2.51 €,2.72 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,been perełka,2.93 €,3.14 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,beet table long,0.21 €,0.25 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,beet table round,0.21 €,0.25 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,berry,0 €,6.28 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,blackberry black,0.21 €,4.19 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,blueberry,0.21 €,2.72 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,blueberry American,2.72 €,3.14 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,broad bean,0.21 €,2.51 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,broccoli,0.42 €,0.63 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,brussels sprouts,1.47 €,1.47 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,cabbage czerwona-,0.42 €,0.42 €,sack,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,cabbage red young,0.63 €,0.63 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,cabbage young Poland,0.42 €,0.42 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,carrots young,0.42 €,0.42 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,cauliflower,0 €,0.63 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,celery - early,0.84 €,1.05 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,cherry,0.21 €,1.38 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,chinese cabbage,0.63 €,0.63 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,chives,0.31 €,0.31 €,bunch,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,cranberry,4.82 €,5.24 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,cucumber foliowy,2.09 €,0.42 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,cucumbers,2.09 €,0.63 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,currant black,0.21 €,3.14 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,currant red,0.21 €,1.05 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,dill,0.27 €,0.31 €,bunch,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,eggplant,0.21 €,0.84 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,garlic,0.17 €,0.31 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,gooseberry,0.21 €,0.21 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,grape red import,3.14 €,3.14 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,grape white -import,2.09 €,2.51 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,grapefruit green,1.47 €,1.47 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,grapefruit rose,1.15 €,1.26 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,hazelnut,2.3 €,2.93 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,honeysuckle,0.21 €,0.21 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,horseradish,2.51 €,3.14 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,kiwi-import,2.41 €,2.93 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,kohlrabi,0 €,0.31 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,lemon -import,1.36 €,1.88 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,lettuce butterhead,0.52 €,0.52 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,lettuce corrugated,0.63 €,0.63 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,lettuce iceberg,1.17 €,1.17 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,lettuce roman,1.05 €,1.15 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,lime,3.14 €,3.14 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,mandarynki-import,1.32 €,1.47 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,mango- import,1.05 €,1.05 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,melon,1.21 €,1.21 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,mushroom,2.03 €,2.72 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,nectarine,3.14 €,1.11 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,nectarine Poland,1.11 €,1.38 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,onion red young,0.84 €,0.84 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,onion sweet,1.05 €,1.05 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,onion white,0.21 €,0.25 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,onion white young,0.42 €,0.52 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,oranges -import,0.63 €,1.26 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,parsley leaves,0.27 €,0.27 €,bunch,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,parsley root,0.63 €,0.63 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,pattypan,0 €,0.63 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,peach,3.14 €,0.69 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,pear import,1.57 €,1.68 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,pepper green,1.05 €,1.26 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,pepper red,1.68 €,1.68 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,pineapple -import,1.4 €,2.51 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,plum damson,4.19 €,0.52 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,plum diana,4.19 €,0.84 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,plum erli -blu,0.63 €,0.63 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,plum erli blu,4.19 €,0.63 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,plum herman,4.19 €,0.42 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,plum kalipsa,4.19 €,0.52 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,plum katinka,4.19 €,0.52 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,plum kometa,4.19 €,0.52 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,plum labotika,4.19 €,0.52 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,plum rana,4.19 €,0.63 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,plum różowa- import,1.68 €,2.3 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,plum sylwia,4.19 €,0.84 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,plum tegera,4.19 €,0.73 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,plum żółta- import,1.57 €,2.3 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,pomegranate,1.05 €,1.26 €,psc,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,potato early,3.14 €,0.13 €,,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,potato early domestic,0.13 €,0.17 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,pumpkin seeds,4.4 €,4.4 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,radish,0.42 €,0.42 €,bunch,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
Poland,Sandomierz,30.07.2026,raspberries,6.28 €,6.28 €,kg,0.0%,https://www.fresh-market.info/price-quotations/poland/sandomierz
